primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name,table_primary_key
6353,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EA_BUYING_PROGRAM,VARCHAR(240),COLUMN,N,SS,233
6354,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EA_FULFILL_METHOD,VARCHAR(240),COLUMN,N,SS,233
6355,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,SS,233
6356,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,SS,233
6357,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,SS,233
6358,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,SS,233
6359,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,SS,233
6360,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,SS,233
6361,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,CX_ARCHITECTURE,VARCHAR(240),COLUMN,N,SS,233
6362,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,CX_SERVICE_ATTACH,VARCHAR(240),COLUMN,N,SS,233
6363,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,LDOS_FLAG,VARCHAR(1),COLUMN,N,SS,233
6364,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,SPM_FLAG,VARCHAR(1),COLUMN,N,SS,233
6365,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,CONSUMPTION_TYPE,VARCHAR(240),COLUMN,N,SS,233
6366,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,FSUB_WORKLOAD_TYPE,VARCHAR(240),COLUMN,N,SS,233
6367,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,FSUB_FULFILLMENT_SKU,VARCHAR(240),COLUMN,N,SS,233
6368,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,CHARGE_TYPE,VARCHAR(240),COLUMN,N,SS,233
6369,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,FSUB_METERING_TYPE,VARCHAR(240),COLUMN,N,SS,233
6370,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,PLANNED_WARRANTY,VARCHAR(1),COLUMN,N,SS,233
6371,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,SUPP_ATO_SUITE_NAME,VARCHAR(4000),COLUMN,N,SS,233
6372,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,BTO_FLAG,VARCHAR(1),COLUMN,N,SS,233
6373,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,LICENSE_TYPE,VARCHAR(150),COLUMN,N,SS,233
6374,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,SIGNIFICANT_SERVICE_COUNT,FLOAT,COLUMN,N,SS,233
6375,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,PERPETUAL_FLAG,VARCHAR(1),COLUMN,N,SS,233
6376,CSF_XXCCS_DS_SAIB_ITEMS,BASE TABLE,C1_LICENSE_FLAG,VARCHAR(1),COLUMN,N,SS,233
6377,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARTY_ID,"NUMBER(38,0)",COLUMN,N,SS,234
6378,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,SOURCE_SYSTEM_ID,"NUMBER(38,0)",COLUMN,N,SS,234
6379,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,CUSTOMER_ID,VARCHAR(90),COLUMN,N,SS,234
6380,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ADDRESS_ID,VARCHAR(90),COLUMN,N,SS,234
6381,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,SOURCE_SYSTEM_NAME,VARCHAR(60),COLUMN,N,SS,234
6382,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,LOCALE_CODE,VARCHAR(30),COLUMN,N,SS,234
6383,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,CUSTOMER_NAME,VARCHAR(360),COLUMN,N,SS,234
6384,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ADDRESS1,VARCHAR(240),COLUMN,N,SS,234
6385,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ADDRESS2,VARCHAR(240),COLUMN,N,SS,234
6386,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ADDRESS3,VARCHAR(240),COLUMN,N,SS,234
6387,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ADDRESS4,VARCHAR(240),COLUMN,N,SS,234
6388,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,CITY,VARCHAR(60),COLUMN,N,SS,234
6389,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,COUNTY,VARCHAR(60),COLUMN,N,SS,234
6390,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,STATE,VARCHAR(60),COLUMN,N,SS,234
6391,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PROVINCE,VARCHAR(60),COLUMN,N,SS,234
6392,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,POSTAL_CODE,VARCHAR(60),COLUMN,N,SS,234
6393,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,COUNTRY,VARCHAR(60),COLUMN,N,SS,234
6394,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,RULE_ID,"NUMBER(38,0)",COLUMN,N,SS,234
6395,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,SS,234
6396,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,SS,234
6397,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PROGRAM_ID,"NUMBER(10,0)",COLUMN,N,SS,234
6398,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,REQUEST_ID,"NUMBER(20,0)",COLUMN,N,SS,234
6399,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,CREATED_BY,"NUMBER(38,5)",COLUMN,N,SS,234
6400,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,LAST_UPDATED_BY,"NUMBER(38,5)",COLUMN,N,SS,234
6401,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,SS,234
6402,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,LAST_UPDATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,SS,234
6403,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_STREET_NAME,VARCHAR(240),COLUMN,N,SS,234
6404,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_REGION,VARCHAR(60),COLUMN,N,SS,234
6405,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_ZIP4,VARCHAR(4),COLUMN,N,SS,234
6406,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_PRIMARY_ADDRESS,VARCHAR(240),COLUMN,N,SS,234
6407,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_SECONDARY_ADDRESS,VARCHAR(240),COLUMN,N,SS,234
6408,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_STREET_NUMBER,VARCHAR(150),COLUMN,N,SS,234
6409,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_STREET_PRE_DIR,VARCHAR(10),COLUMN,N,SS,234
6410,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_STREET_POST_DIR,VARCHAR(60),COLUMN,N,SS,234
6411,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_STREET_SUFFIX,VARCHAR(60),COLUMN,N,SS,234
6412,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_POBOX,VARCHAR(60),COLUMN,N,SS,234
6413,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_UNIT_DESIGNATOR,VARCHAR(60),COLUMN,N,SS,234
6414,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_SECONDARY_RANGE,VARCHAR(60),COLUMN,N,SS,234
6415,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_RR_NUMBER,VARCHAR(60),COLUMN,N,SS,234
6416,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_RR_BOX_NUMBER,VARCHAR(60),COLUMN,N,SS,234
6417,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_REMAINDER_ADDRESS,VARCHAR(240),COLUMN,N,SS,234
6418,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_COUNTRY_DESC,VARCHAR(150),COLUMN,N,SS,234
6419,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_STATE_PROVINCE_DESC,VARCHAR(150),COLUMN,N,SS,234
6420,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA1,VARCHAR(150),COLUMN,N,SS,234
6421,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA2,VARCHAR(150),COLUMN,N,SS,234
6422,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA3,VARCHAR(150),COLUMN,N,SS,234
6423,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA4,VARCHAR(150),COLUMN,N,SS,234
6424,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA5,VARCHAR(150),COLUMN,N,SS,234
6425,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA6,VARCHAR(150),COLUMN,N,SS,234
6426,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA7,VARCHAR(150),COLUMN,N,SS,234
6427,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA8,VARCHAR(150),COLUMN,N,SS,234
6428,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA9,VARCHAR(150),COLUMN,N,SS,234
6429,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRA10,VARCHAR(150),COLUMN,N,SS,234
6430,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRAN_PMB,VARCHAR(150),COLUMN,N,SS,234
6431,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRAN_SEC,VARCHAR(150),COLUMN,N,SS,234
6432,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_EXTRANEOUS,VARCHAR(150),COLUMN,N,SS,234
6433,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_NP_SECADDR,VARCHAR(150),COLUMN,N,SS,234
6434,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_NP_UNIT,VARCHAR(150),COLUMN,N,SS,234
6435,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,PARSED_NP_SRANGE,VARCHAR(150),COLUMN,N,SS,234
6436,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,SOURCE_IMAGE_ID,"NUMBER(38,0)",COLUMN,N,SS,234
6437,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,COMPLETENESS_STATUS,VARCHAR(30),COLUMN,N,SS,234
6438,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,GEO_VALID_STATUS,VARCHAR(30),COLUMN,N,SS,234
6439,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,CLEANSING_STATUS,VARCHAR(30),COLUMN,N,SS,234
6440,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_CUSTOMER_NAME,VARCHAR(360),COLUMN,N,SS,234
6441,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_ADDRESS1,VARCHAR(240),COLUMN,N,SS,234
6442,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_ADDRESS2,VARCHAR(240),COLUMN,N,SS,234
6443,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_ADDRESS3,VARCHAR(240),COLUMN,N,SS,234
6444,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_ADDRESS4,VARCHAR(240),COLUMN,N,SS,234
6445,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_CITY,VARCHAR(60),COLUMN,N,SS,234
6446,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_COUNTY,VARCHAR(60),COLUMN,N,SS,234
6447,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_STATE,VARCHAR(60),COLUMN,N,SS,234
6448,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_POSTAL_CODE,VARCHAR(60),COLUMN,N,SS,234
6449,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,ORIG_COUNTRY,VARCHAR(60),COLUMN,N,SS,234
6450,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,COMPLETENESS_MESSAGE,VARCHAR(240),COLUMN,N,SS,234
6451,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,GEO_VALID_MESSAGE,VARCHAR(240),COLUMN,N,SS,234
6452,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,CLEANSING_MESSAGE,VARCHAR(240),COLUMN,N,SS,234
6453,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,SS,234
6454,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,SS,234
6455,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,SS,234
6456,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,SS,234
6457,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,SS,234
6458,CRT_XXNGCR_SOURCE_IMAGE,BASE TABLE,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,SS,234
6459,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_QUOTE_LINE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6460,BV_SERVICE_QUOTE_LINE,VIEW,IP_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6461,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_START_DT,DATE,COLUMN,N,CPS_DSCI_EBV,235
6462,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_END_DT,DATE,COLUMN,N,CPS_DSCI_EBV,235
6463,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_STATUS_CD,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6464,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_EXTNDD_NET_PRC_TRXL_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6465,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_LIST_PRICE_TRXL_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6466,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_MAINT_CUST_PO_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6467,BV_SERVICE_QUOTE_LINE,VIEW,SQ_MULTI_YEAR_DISCOUNT_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6468,BV_SERVICE_QUOTE_LINE,VIEW,CONTRACT_COTERMINATION_DATE_CD,VARCHAR(10),COLUMN,N,CPS_DSCI_EBV,235
6469,BV_SERVICE_QUOTE_LINE,VIEW,BK_QUOTE_NUM,VARCHAR(20),COLUMN,N,CPS_DSCI_EBV,235
6470,BV_SERVICE_QUOTE_LINE,VIEW,BK_PRIOR_SERVICE_CONTRACT_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6471,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_PRODUCT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6472,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_CANCELLED_ROLE,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6473,BV_SERVICE_QUOTE_LINE,VIEW,EXISTING_CONTRACT_ROLE,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6474,BV_SERVICE_QUOTE_LINE,VIEW,SOURCE_DELETED_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6475,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_LIST_PRICE_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6476,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_NONZERO_PRICE_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6477,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_NET_ANNUALZD_LCL_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6478,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_NET_PRICE_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6479,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_NET_ANNUALZD_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6480,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_NET_ADJ_PCT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6481,BV_SERVICE_QUOTE_LINE,VIEW,RU_SVC_QUOTE_LN_CNCL_DTM,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_EBV,235
6482,BV_SERVICE_QUOTE_LINE,VIEW,RU_SVC_QUOTE_LN_CNCL_REASON_CD,VARCHAR(60),COLUMN,N,CPS_DSCI_EBV,235
6483,BV_SERVICE_QUOTE_LINE,VIEW,RU_BK_TARGET_SVC_CONTRACT_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6484,BV_SERVICE_QUOTE_LINE,VIEW,SK_QUOTE_LINE_ID_INT,"NUMBER(18,0)",COLUMN,N,CPS_DSCI_EBV,235
6485,BV_SERVICE_QUOTE_LINE,VIEW,SS_CD,VARCHAR(8),COLUMN,N,CPS_DSCI_EBV,235
6486,BV_SERVICE_QUOTE_LINE,VIEW,EDW_CREATE_USER,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,235
6487,BV_SERVICE_QUOTE_LINE,VIEW,EDW_CREATE_DTM,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_EBV,235
6488,BV_SERVICE_QUOTE_LINE,VIEW,EDW_UPDATE_USER,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,235
6489,BV_SERVICE_QUOTE_LINE,VIEW,EDW_UPDATE_DTM,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_EBV,235
6490,BV_SERVICE_QUOTE_LINE,VIEW,BK_PRODUCT_SUBGROUP_ID,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6491,BV_SERVICE_QUOTE_LINE,VIEW,INSTALLED_PRODUCT_QTY,"NUMBER(18,0)",COLUMN,N,CPS_DSCI_EBV,235
6492,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_ADJ_NET_XTND_PRC_LCL_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6493,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_ADJ_NET_ANNL_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6494,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_ADJ_NET_TTL_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6495,BV_SERVICE_QUOTE_LINE,VIEW,SQ_ADJUSTMENT_PCT,"NUMBER(18,6)",COLUMN,N,CPS_DSCI_EBV,235
6496,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_ADJ_NET_MNT_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6497,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_ADJ_NET_XTND_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6498,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_ADJ_NET_MNT_PRC_LCL_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6499,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_LIST_PRICE_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6500,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_NET_PRC_TRXL_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6501,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_RPRTD_IP_LST_PRC_LCL_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6502,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_XTND_LST_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6503,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_ANNLD_LST_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6504,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_XTND_NET_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6505,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_NET_PRC_USD_AMT,"NUMBER(26,7)",COLUMN,N,CPS_DSCI_EBV,235
6506,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_QUOTE_LN_TAKE_OVER_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6507,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_QUOTE_SOURCE_DESC,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV,235
6508,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_QUOTE_LINE_REV_SRC_CD,VARCHAR(2),COLUMN,N,CPS_DSCI_EBV,235
6509,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_QUOTE_LN_CRDT_ADJ_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV,235
6510,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_FCTR_BASED_PRCNG_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6511,BV_SERVICE_QUOTE_LINE,VIEW,DV_SQ_LN_SERVICE_DURATION_CNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6512,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_QUOTE_LINE_TYPE_CD,VARCHAR(15),COLUMN,N,CPS_DSCI_EBV,235
6513,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LINE_SERVICE_ORDER_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6514,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LINE_CLASSIFICATION_CD,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6515,BV_SERVICE_QUOTE_LINE,VIEW,SOURCE_LAST_MODIFIED_DTM,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_EBV,235
6516,BV_SERVICE_QUOTE_LINE,VIEW,RNWD_SVC_CNTRCT_LN_TCH_SVC_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6517,BV_SERVICE_QUOTE_LINE,VIEW,IP_RNDM_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6518,BV_SERVICE_QUOTE_LINE,VIEW,RNWD_SC_LN_TCH_SVC_RNDM_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6519,BV_SERVICE_QUOTE_LINE,VIEW,SENT_TO_ERP_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6520,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_ORDER_HOLD_DT,DATE,COLUMN,N,CPS_DSCI_EBV,235
6521,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_ORDER_HOLD_RELEASE_DT,DATE,COLUMN,N,CPS_DSCI_EBV,235
6522,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_ORDER_BOOKED_DT,DATE,COLUMN,N,CPS_DSCI_EBV,235
6523,BV_SERVICE_QUOTE_LINE,VIEW,EP_Q2O_LINE_ID_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6524,BV_SERVICE_QUOTE_LINE,VIEW,MULTINATIONAL_QUOTE_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6525,BV_SERVICE_QUOTE_LINE,VIEW,SALES_ORDER_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6526,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_CONTRACT_CD,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV,235
6527,BV_SERVICE_QUOTE_LINE,VIEW,PRR_SVC_CNTRCT_LN_TEC_SVCS_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6528,BV_SERVICE_QUOTE_LINE,VIEW,PRODUCT_AUTHORIZATION_KEY_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6529,BV_SERVICE_QUOTE_LINE,VIEW,PRIOR_SVC_CNTRCT_STATUS_CD,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV,235
6530,BV_SERVICE_QUOTE_LINE,VIEW,PRIOR_SVC_CNTRCT_LN_STATUS_CD,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV,235
6531,BV_SERVICE_QUOTE_LINE,VIEW,SVC_QUOTE_LN_EXTD_LOCAL_PRICE,"NUMBER(26,7)",COLUMN,N,CPS_DSCI_EBV,235
6532,BV_SERVICE_QUOTE_LINE,VIEW,ERSATZ_SERIAL_NUM,VARCHAR(100),COLUMN,N,CPS_DSCI_EBV,235
6533,BV_SERVICE_QUOTE_LINE,VIEW,CUST_STATED_ITEM_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6534,BV_SERVICE_QUOTE_LINE,VIEW,SRC_ERP_CUST_ACCT_LOC_USE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6535,BV_SERVICE_QUOTE_LINE,VIEW,TRGT_ERP_CUST_ACCT_LOC_USE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV,235
6536,BV_SERVICE_QUOTE_LINE,VIEW,DISCOUNT_TYPE_CD,VARCHAR(100),COLUMN,N,CPS_DSCI_EBV,235
